id_curso,nome,descricao,valor,duracao
1212, Enable World-Class Users, Quia omnis sit blanditiis porro laboriosam., 389.00, 106
1213, Cultivate Mission-Critical Networks, Optio unde tempora quod. Officiis sequi ipsam., 147.00, 146
1214, Integrate Holistic Systems, Consequatur a dolores laudantium., 496.00, 88
1215, Innovate Bleeding-Edge Infrastructures, Eaque fugit culpa. Iste sapiente provident explicabo inventore laborum beatae., 463.00, 82
1216, Facilitate B2C Content, Ratione molestiae deleniti. Quisquam ipsam delectus quidem. Ullam possimus illo rerum neque., 369.00, 124
1217, Incubate Proactive Info-Mediaries, Numquam ipsa ad modi rem. Numquam neque temporibus ex dolore molestiae. Unde optio hic cumque quia., 79.00, 158
1218, Reinvent Clicks-And-Mortar Eyeballs, Maiores debitis dignissimos. Blanditiis vitae magni., 19.00, 45
1219, Incentivize Frictionless Info-Mediaries, Quisquam perferendis soluta in officiis. Debitis atque ab deserunt quis., 67.00, 149
1220, Drive Next-Generation Functionalities, Distinctio perspiciatis quos autem. Delectus nemo temporibus. Velit ratione voluptate ratione ab., 274.00, 36
1221, Drive Collaborative Niches, Ut aperiam perferendis debitis recusandae voluptas. Consequuntur eius expedita illo similique., 357.00, 183
1222, Repurpose Sticky E-Commerce, Error iure possimus adipisci natus hic. Sapiente labore rerum., 161.00, 44
1223, Cultivate Efficient Bandwidth, Eum eaque nostrum eligendi. Cumque cumque quod vel illo consequuntur. Qui facere nam culpa., 452.00, 26
1224, Monetize Customized Supply-Chains, Quis fugit dolorum modi accusantium in odit. Quo atque ad dolore reiciendis sapiente vero., 490.00, 65
1225, Deploy Clicks-And-Mortar Architectures, Repellat necessitatibus quam rem eius vel ipsam. Nulla unde officiis quo eum., 255.00, 105
1226, Synergize Enterprise Metrics, Iste nisi vitae quae expedita deleniti. Cumque unde suscipit perferendis autem., 128.00, 188
1227, Iterate Extensible Relationships, Error delectus ad impedit vitae autem. Totam unde adipisci quia nulla ducimus., 184.00, 54
1228, Synergize Robust Channels, Tempore numquam harum deleniti qui vitae voluptatum. Recusandae asperiores sunt quam officia ab., 135.00, 109
1229, Transform Global Platforms, Nisi commodi deleniti nobis., 209.00, 94
1230, Harness Best-Of-Breed Functionalities, Cum nam ut tempore maiores. Deleniti eligendi veritatis dolores excepturi., 470.00, 185
1231, Grow E-Business Supply-Chains, Dolorum placeat cumque ipsum. Quaerat quidem non sed., 280.00, 170
1232, Repurpose One-To-One Infrastructures, Soluta ex consequatur unde. Est fugit maiores quam., 117.00, 182
1233, Enhance Rich Networks, Magnam soluta rem saepe blanditiis libero molestiae vero. Nemo rem reprehenderit ipsa., 307.00, 182
1234, Implement B2C Action-Items, Cupiditate quia velit. Minima voluptatem maxime recusandae modi facere nostrum nulla., 251.00, 54
1235, Aggregate World-Class Systems, Tenetur molestias consequatur ut., 258.00, 155
1236, Exploit Rich Niches, Magnam recusandae hic aliquam unde. Nemo accusantium ipsum odit eius iste illo., 45.00, 84
1237, Enhance Extensible Action-Items, Minus soluta ipsum ad.\nDolor id natus asperiores facere illo., 70.00, 13
1238, Drive Impactful Content, Laboriosam cum similique saepe ducimus quae voluptate., 203.00, 87
1239, Syndicate Integrated Mindshare, Nisi asperiores alias quo ea voluptate. Corrupti officiis tempora ullam., 261.00, 88
1240, Engineer One-To-One Systems, Enim dolores unde tenetur., 292.00, 43
1241, Embrace User-Centric Roi, Earum laboriosam illum aperiam., 161.00, 12
1242, Generate Distributed Systems, Reprehenderit repellat inventore. Repellat quibusdam pariatur., 206.00, 47
1243, Streamline Magnetic Info-Mediaries, Est voluptatum expedita nesciunt ipsam nesciunt. Harum consequuntur perspiciatis velit., 295.00, 141
1244, Exploit 24/365 Systems, Ducimus minus molestias quae totam commodi., 412.00, 155
1245, Repurpose B2C Partnerships, Nihil fuga illo nemo odio. Sed voluptatibus dolorem., 235.00, 174
1246, Grow Plug-And-Play Web-Readiness, Perspiciatis dolorum amet suscipit quis. Voluptatibus illum ex ipsum et occaecati temporibus., 487.00, 163
1247, Engage Cross-Platform Web Services, Expedita temporibus non deleniti., 358.00, 20
1248, Repurpose Proactive Eyeballs, Nesciunt dolores maxime numquam rem beatae. Inventore voluptatum id eveniet et nemo., 257.00, 108
1249, Leverage Sticky Initiatives, Voluptas ipsa autem suscipit eveniet amet ullam dolor. Amet assumenda nisi dolorum fugit., 292.00, 56
1250, Target End-To-End Communities, Illum quisquam ex nam. Soluta ullam nostrum sed magni. Sint est rem ab quia numquam ipsa., 120.00, 121
1251, Leverage End-To-End Partnerships, Placeat saepe id debitis., 373.00, 26
1252, Syndicate B2B Partnerships, Molestiae expedita nihil. Necessitatibus voluptatibus iusto corrupti., 223.00, 92
1253, Harness Best-Of-Breed Vortals, Vero accusamus et recusandae ipsam sequi neque incidunt., 376.00, 94
1254, Enhance Leading-Edge Markets, Placeat ratione quasi neque culpa. Rerum dolores eius autem impedit consectetur numquam., 7.00, 94
1255, Streamline Rich Infrastructures, Iusto maiores blanditiis nisi id quae dolores. Cum sequi doloremque excepturi ex aut modi., 458.00, 14
1256, Engage Transparent Relationships, Dicta minus tenetur recusandae. Recusandae officiis officiis hic dignissimos voluptatem., 403.00, 37
1257, Transform Wireless Markets, Saepe consequuntur dolores veritatis et hic nesciunt. Culpa enim laborum animi repellendus., 231.00, 77
1258, Transition End-To-End Channels, Sequi consequuntur at quam. Repellat totam aut ab reiciendis corporis sed., 24.00, 197
1259, Leverage Enterprise Technologies, Ea rem sit ipsam earum dolorum id neque. Consequatur esse qui perferendis reprehenderit., 1.00, 185
1260, Embrace Virtual Technologies, Corrupti quam corrupti eos ullam eaque sint. Impedit amet alias., 11.00, 16
1261, Strategize Open-Source Initiatives, Voluptates labore consectetur cum., 135.00, 31
1262, Implement Mission-Critical Convergence, Eligendi porro eos ad. Amet error saepe amet repellendus quos reiciendis. Fuga id quasi nam., 407.00, 97
1263, Extend Front-End E-Business, Provident ipsa nostrum repellat. Quo natus veritatis voluptate accusamus ad nobis quod., 104.00, 35
1264, Redefine Transparent Info-Mediaries, Ullam tempora ducimus explicabo non at. Natus sunt sunt natus., 434.00, 45
1265, Extend Cross-Media Synergies, Fugiat odio esse incidunt in. Nesciunt facilis illum hic., 430.00, 78
1266, Seize Rich Paradigms, Sed iusto est non recusandae ipsa eius culpa. Excepturi sed possimus consequatur., 70.00, 113
1267, Incubate Synergistic Deliverables, Cumque a iusto totam maxime illo. Similique quaerat deserunt exercitationem aliquam eligendi., 75.00, 117
1268, Synergize Plug-And-Play Niches, Quo quasi praesentium quibusdam at rem. Qui placeat laudantium rem., 377.00, 74
1269, Innovate Visionary Architectures, Reiciendis eaque odit itaque ad. Aspernatur voluptatem libero enim dolore repudiandae dolore., 67.00, 13
1270, Integrate Ubiquitous Eyeballs, Placeat harum temporibus., 24.00, 144
1271, Grow Turn-Key Solutions, Harum aut ipsam tempora. Doloribus debitis veniam ipsum iusto., 292.00, 85
1272, Mesh Rich Infrastructures, Ratione deleniti quo iste quisquam. Quod iusto in repudiandae odio distinctio tempora at., 128.00, 148
1273, Enable Transparent Functionalities, Sunt necessitatibus omnis. Illum odit natus reiciendis harum eum iste. Dicta rem atque quod ullam., 246.00, 69
1274, Architect Integrated Platforms, Neque sed ab hic optio ea. Voluptatibus pariatur nesciunt impedit iure., 435.00, 186
1275, Aggregate Cutting-Edge Experiences, Fugit amet officiis maiores doloribus consectetur eaque., 366.00, 45
1276, Incentivize Granular Metrics, Qui a officiis ducimus nam. Fugiat mollitia dolorum quia corrupti ipsam., 424.00, 6
1277, Architect B2B Niches, Dolores aspernatur itaque aliquam tempore voluptates. Ipsa laboriosam aperiam nam quisquam., 451.00, 9
1278, Streamline Vertical Architectures, A odit fugit. Ab officiis expedita deserunt excepturi vero inventore., 220.00, 178
1279, Transition Cross-Platform Networks, Nostrum earum ab tempore possimus. A asperiores facilis reprehenderit., 442.00, 31
1280, Productize 24/7 Relationships, Consequuntur sequi minima accusamus magnam voluptatum excepturi eligendi., 210.00, 173
1281, Transform Dot-Com Users, Quis alias eaque fugiat. Eveniet deserunt soluta sint soluta incidunt reiciendis., 117.00, 16
1282, Re-Intermediate Innovative Eyeballs, Provident ratione vel magnam earum quia. Nam consequuntur quisquam veritatis molestiae sequi est., 275.00, 43
1283, Facilitate Innovative Users, Impedit voluptatem ab optio alias. Doloremque eos commodi sint nisi ut., 375.00, 57
1284, Envisioneer Proactive Mindshare, Corrupti tempora ad quos accusamus sunt iure. Inventore laboriosam quas nulla., 419.00, 9
1285, Disintermediate B2C Mindshare, Consequuntur facilis aliquam veniam odio hic maiores. Consectetur sunt sunt dignissimos., 408.00, 56
1286, Exploit Customized Channels, Dolor magnam consequuntur ex assumenda velit cum voluptatem. Quae cupiditate sit sint porro rerum., 446.00, 47
1287, Cultivate Extensible E-Markets, Dicta amet laudantium velit fugiat non nobis. Adipisci atque totam., 459.00, 110
1288, Cultivate Rich Niches, Cupiditate commodi sunt et hic nesciunt accusamus. Omnis esse magni., 164.00, 59
1289, Harness Killer Synergies, Quae sit ipsa soluta numquam nulla. Delectus sint totam quo placeat numquam., 489.00, 101
1290, Architect Real-Time Methodologies, Facere consequatur dolore laboriosam quis doloremque illo. Saepe possimus corrupti autem eaque., 96.00, 87
1291, Benchmark Next-Generation E-Tailers, Minima quos magnam pariatur praesentium. Suscipit tempora ipsam sint quo., 241.00, 84
1292, Enhance Clicks-And-Mortar Infrastructures, Delectus ipsam voluptas temporibus explicabo alias assumenda. Voluptate ab esse iste., 462.00, 106
1293, Whiteboard Efficient E-Markets, Rem tempora repellat voluptatem. Laboriosam voluptate facere temporibus corrupti nobis quis., 400.00, 78
1294, Generate Ubiquitous Systems, Fugiat fuga laudantium fugit repellendus. Odit dolorum ullam autem., 185.00, 87
1295, Architect World-Class Mindshare, Natus aliquam eum nostrum. Necessitatibus aperiam laudantium provident., 33.00, 26
1296, Re-Intermediate Proactive E-Business, Culpa consectetur sequi numquam totam neque dolorum., 297.00, 77
1297, Leverage B2B Partnerships, Amet distinctio labore ullam incidunt., 168.00, 125
1298, Synthesize Seamless Interfaces, Dolor porro sequi alias tempore necessitatibus. Omnis ratione porro minus., 115.00, 114
1299, Deploy Robust Deliverables, Quo eos consequatur tenetur. Cupiditate harum hic., 396.00, 54
1300, Revolutionize Enterprise E-Services, Libero ipsam itaque cupiditate ex. Illum vel iste rem et corrupti nesciunt maxime., 30.00, 49
1301, Exploit Compelling Markets, Dolorem similique sunt rerum nihil ipsum facilis. Quam consectetur fugit commodi., 58.00, 145
1302, Integrate Out-Of-The-Box Interfaces, Ut optio placeat quos illo inventore est unde. Harum ducimus error dignissimos eaque minus eos., 278.00, 125
1303, Monetize Wireless Architectures, Laboriosam repellat fugit qui vitae. Inventore quia consequatur quia., 443.00, 152
1304, Transition Magnetic Web Services, Assumenda modi sequi tenetur. Vitae vero possimus maiores doloremque eius mollitia., 385.00, 52
1305, Harness Front-End E-Markets, Alias recusandae vel quisquam ad. Maiores hic accusantium hic ad dolorem quos., 172.00, 127
1306, Strategize Bleeding-Edge Portals, Nostrum facilis vel saepe. Alias dicta temporibus veritatis voluptas., 480.00, 160
1307, Deploy Frictionless Networks, Natus odio praesentium architecto iusto explicabo. Iste error harum atque provident architecto., 479.00, 118
1308, Extend World-Class Web Services, Pariatur molestias eligendi saepe perspiciatis rerum. Libero non inventore quis., 417.00, 94
1309, Visualize Virtual Channels, Libero suscipit minus perspiciatis distinctio. Maiores perspiciatis beatae non., 302.00, 13
1310, Brand Mission-Critical E-Commerce, Consectetur qui aliquid maxime necessitatibus cupiditate nihil. Dolor molestiae distinctio nulla., 469.00, 83
1311, Morph Dynamic Paradigms, Repudiandae aperiam explicabo soluta esse. Consectetur quaerat exercitationem illo labore., 460.00, 156
1312, Re-Contextualize Cross-Platform Niches, Repellendus libero inventore ut. Rem alias minima., 448.00, 154
1313, Grow Bricks-And-Clicks Relationships, Amet dolores doloremque. Quia beatae dolor ab., 420.00, 126
1314, Enable Cutting-Edge Markets, At magnam possimus nulla tenetur asperiores eveniet. Maxime ex ratione quidem odio quidem., 334.00, 135
1315, Innovate One-To-One Markets, Id consequatur debitis quis non veritatis. Quod quo veritatis molestiae quis., 252.00, 73
1316, Scale Scalable Initiatives, Sed provident aperiam quasi fugiat dicta sapiente. Ipsa aperiam officia eius deleniti autem error., 376.00, 21
1317, Repurpose Clicks-And-Mortar Action-Items, Quis soluta magnam. Quaerat exercitationem libero modi molestias., 425.00, 103
1318, Iterate Wireless Models, Ad error asperiores cum odio dolores sed., 231.00, 43
1319, Matrix E-Business Systems, Alias minus quas harum. Nulla voluptatum officia quis dolor molestias., 320.00, 65
1320, Utilize Open-Source Niches, Quae esse cumque nostrum atque odit. Animi eum veniam voluptatum provident eum eligendi., 388.00, 132
1321, Expedite Turn-Key Markets, Qui atque mollitia sapiente ratione maiores a. Labore et unde veniam in ipsa., 356.00, 16
1322, Empower Rich Portals, Veritatis delectus ut distinctio nulla. Sit voluptatum provident nemo magni., 433.00, 120
1323, Brand Transparent Vortals, Adipisci dolore voluptatem vitae quisquam natus similique. Ducimus odio libero error., 323.00, 17
1324, Transition Innovative E-Tailers, At labore consequuntur quas vero., 181.00, 131
1325, Leverage Virtual Experiences, Doloremque sequi aliquam assumenda ad nostrum. Consectetur reiciendis at., 31.00, 104
1326, Redefine Revolutionary Systems, Iste harum illo cupiditate tenetur. Neque quas est explicabo cum. Quasi atque nobis., 276.00, 112
1327, Brand Intuitive Portals, Repellat nobis beatae distinctio tempore deleniti quos ea., 468.00, 197
1328, Leverage Plug-And-Play Roi, Consequatur sint soluta quia recusandae. Iusto sed totam repudiandae adipisci minima velit ullam., 431.00, 181
1329, Enable Leading-Edge Initiatives, At nam velit alias. Quos a adipisci rerum incidunt enim deserunt., 186.00, 34
1330, Architect Bleeding-Edge Methodologies, Suscipit accusamus error fugit., 89.00, 126
1331, Monetize Synergistic Eyeballs, Quibusdam rerum praesentium amet vero culpa. Molestias odit deserunt dignissimos error., 377.00, 116
1332, Transform World-Class Paradigms, Laborum soluta itaque atque error aut. Quasi ut vel., 196.00, 118
1333, Envisioneer Integrated Deliverables, Quas incidunt ipsam neque.\nCulpa illum quam modi molestiae facere totam. Officia alias doloribus., 381.00, 154
1334, Utilize Virtual Interfaces, Iure eius aliquid facere eveniet necessitatibus. Quaerat voluptatum fugit impedit., 483.00, 195
1335, Transition Killer Experiences, Rerum eaque cumque incidunt natus perferendis. Molestiae vitae omnis incidunt., 112.00, 57
1336, Empower Collaborative Schemas, Dolor fuga ipsum nesciunt et. Quidem et et., 242.00, 51
1337, Unleash Holistic Partnerships, Iusto iure fugit quisquam. Temporibus quo nostrum nesciunt fuga amet., 435.00, 63
1338, Extend 24/7 Schemas, Hic officia blanditiis non placeat sequi. Totam explicabo deserunt dolorum aliquam ipsa odit., 183.00, 115
1339, Incentivize 24/365 E-Tailers, Dolorem sit voluptatum tempore. Totam modi autem necessitatibus. Laborum molestias possimus., 470.00, 9
1340, Matrix Revolutionary Supply-Chains, Quo dolores libero magni debitis ducimus non., 167.00, 47
1341, Embrace Scalable Channels, Temporibus placeat hic praesentium assumenda quidem illo. Ad sit animi ipsa., 469.00, 8
